0.42,2,0.17,7,0.73,2,4,2,1,1,0,0,0.4,1,1
0.19,3,0.34,5,0.27,2,10,2,1,1,0,0,0.43,1,1
0.49,2,0.05,1,0.8,2,4,2,1,1,0,0,0.4,1,1
0.1,3,0.11,1,0.8,2,11,2,1,1,0,0,0.50,1,1
0.44,3,0.05,2,0.53,5,1,5,1,2,0,0,0.4,1,1
0.11,3,0.19,2,0.53,1,3,1,1,1,0,0,0.35,1,1
0.55,4,0.22,1,0.8,2,4,2,2,1,0,0,0.4,1,2
0.49,3,0.09,2,0.53,2,10,2,1,1,0,0,0.38,1,1
0.37,3,0.08,4,0.87,3,2,5,1,2,0,0,0.4,1,1
0.33,1,0.06,8,0.67,2,7,2,1,1,0,0,0.4,1,1
0.16,3,0.18,8,0.67,1,4,1,1,1,0,0,0.43,1,1
0.11,3,0.01,6,0.6,2,2,3,5,2,0,0,0.4,1,1
0.41,3,0.03,11,0.93,2,4,3,1,2,0,0.44,0.60,7,2
0.45,4,0.16,1,0.8,3,2,1,1,1,0,0,0.55,1,2
0.41,6,0.07,2,0.53,3,2,1,1,1,0,0,0.60,1,1
0.36,3,0.15,6,0.6,2,11,2,1,1,0,0,0.4,1,2
0.4,3,0.14,12,0.13,2,10,2,1,1,0,0,0.4,5,1
0.25,3,0.03,8,0.67,2,5,2,1,1,0,0,0.4,6,1
0.33,3,0.09,2,0.53,2,1,2,1,1,0,0,0.48,1,1
0.18,3,0.12,2,0.53,2,10,2,1,1,0.05,0,0.4,1,1
0.18,3,0.03,1,0.8,2,6,2,1,1,0.02,0,0.4,1,1
0.42,3,0.09,2,0.53,2,8,2,1,1,0,0,0.4,1,1
0.34,3,0.07,10,1.00,2,4,2,1,1,0,0,0.45,1,2
0.16,3,0.06,6,0.6,3,11,1,1,1,0,0,0.58,1,1
0.26,3,0.1,2,0.53,2,7,2,1,1,0,0,0.4,1,1
0.15,3,0.12,6,0.6,3,1,1,1,2,0,0,0.4,1,1
0.49,3,0.11,2,0.53,2,1,3,1,2,0,0,0.4,1,2
0.44,6,0.12,6,0.6,2,2,2,1,1,0,0,0.50,1,2
0.03,3,0.06,6,0.6,1,4,4,1,1,0,0,0.32,1,1
0.19,3,0.20,1,0.8,5,6,4,2,2,0,0,0.4,1,1
0.16,2,0.1,1,0.8,2,6,2,1,1,0,0,0.70,1,2
0.08,3,0.13,6,0.6,1,10,1,1,1,0,0,0.4,1,1
0.85,3,0.08,6,0.6,2,4,6,1,1,0,0,0.19,1,1
0.14,3,0.14,2,0.53,1,5,4,1,1,0,0,0.4,5,1
0.32,3,0.01,7,0.73,2,1,2,1,1,0,0,0.4,1,1
0.01,3,0.20,3,0.4,1,5,4,1,2,0,0,0.21,1,1
0.19,5,0.08,9,0.20,2,9,2,1,1,0,0,0.4,1,1
0.01,3,0.29,2,0.53,1,6,1,1,1,0,0,0.30,1,1
0.48,3,0.18,1,0.8,2,5,2,1,1,0,0,0.4,2,1
0.4,3,0.03,2,0.53,2,5,3,1,2,0,0,0.4,1,1
0.58,3,0.1,2,0.53,2,6,2,1,1,0,0,0.48,1,1
0.37,3,0.22,2,0.53,3,7,1,1,2,0.14,0,0.4,1,2
0.49,3,0.23,2,0.53,3,6,4,1,2,0,0,0.35,1,1
0.44,5,0.17,2,0.53,2,12,2,1,1,0,0,0.4,1,2
0.22,3,0.13,4,0.87,2,4,2,1,1,0,0,0.50,1,1
0.18,3,0.03,5,0.27,1,6,1,1,1,0,0,0.4,1,1
0.36,4,0.27,10,1.00,1,4,1,1,2,0,0,0.50,1,2
0.55,3,0.16,8,0.67,2,4,2,1,1,0,0,0.4,1,1
0.27,3,0.19,6,0.6,3,7,5,1,2,0,0,0.4,1,1
0.15,3,0.14,6,0.6,3,10,5,2,2,0,0,0.24,1,1
0.23,5,0.14,1,0.8,2,12,2,1,1,0,0,0.4,1,2
0.16,5,0.07,6,0.6,1,3,1,1,1,0,0,0.50,1,1
0.42,2,0.12,10,1.00,2,4,2,1,1,0,0.44,0.60,1,2
0.27,3,0.13,6,0.6,2,6,2,1,1,0,0,0.48,1,2
0.42,3,0.11,7,0.73,3,2,5,1,2,0,0,0.4,8,1
0.21,4,0.16,2,0.53,1,5,4,2,1,0,0,0.4,1,1
0.81,3,0.08,4,0.87,2,2,2,1,1,0,0,0.4,1,2
0.37,3,0.13,1,0.8,2,2,2,1,1,0.15,0,0.60,1,2
0.41,2,0.09,4,0.87,1,4,1,1,2,0,0,0.50,1,1
0.04,3,0.12,6,0.6,1,11,4,1,2,0,0,0.4,1,1
0.16,3,0.06,2,0.53,1,7,1,1,1,0,0,0.4,1,1
0.21,6,0.21,2,0.53,2,7,2,1,1,0.08,0,0.4,1,2
0.18,3,0.12,3,0.4,1,3,4,1,1,0,0,0.4,1,1
0.19,5,0.12,2,0.53,1,1,1,1,2,0,0,0.4,1,1
0.34,3,0.08,2,0.53,2,3,2,1,1,0,0,0.4,1,1
0.1,3,0.28,1,0.8,1,6,6,1,1,0,0,0.4,1,1
0.29,3,0.04,11,0.93,2,4,2,1,1,0,0,0.4,1,2
0.53,2,0.22,2,0.53,2,5,2,1,1,0,0.43,0.50,9,2
0.15,3,0.25,6,0.6,2,6,3,1,2,0.04,0,0.24,1,1
0.26,3,0.06,2,0.53,1,10,4,1,2,0,0,0.4,1,1
0.49,3,0.06,5,0.27,2,3,2,1,1,0,0,0.50,1,1
0.53,6,0.20,6,0.6,2,6,2,1,1,0,0,0.50,1,1
0.44,5,0.12,8,0.67,2,7,2,2,1,0,0,0.4,1,2
0.52,3,0.16,6,0.6,2,6,2,1,1,0,0,0.56,1,1
0.07,3,0.06,2,0.53,1,7,1,1,1,0,0,0.41,1,1
0.05,3,0.13,6,0.6,1,5,4,1,2,0,0,0.4,1,1
0.32,3,0.07,1,0.8,2,2,2,1,1,0,0,0.60,1,1
0.18,3,0.04,1,0.8,1,2,4,2,1,0,0,0.4,10,1
0.16,1,0.17,1,0.8,2,4,2,1,1,0,0,0.50,1,2
0.03,3,0.20,6,0.6,1,5,4,2,1,0,0,0.35,1,1
0.41,3,0.19,1,0.8,2,2,3,1,2,0,0,0.4,1,2
0.04,3,0.07,6,0.6,1,1,4,1,2,0,0.39,0.28,1,1
0.19,3,0.07,7,0.73,2,1,2,1,1,0,0,0.4,1,2
0.3,3,0.24,6,0.6,3,7,1,1,1,0,0,0.4,1,1
0.15,3,0.04,7,0.73,1,6,1,1,2,0,0,0.60,1,1
0.1,3,0.02,2,0.53,1,5,1,1,2,0,0.40,0.4,1,1
0.29,2,0.07,2,0.53,2,7,2,1,1,0.04,0,0.35,1,1
0.27,3,0.16,1,0.8,2,6,2,1,1,0,0,0.50,1,1
0.4,3,0.09,7,0.73,3,11,1,2,2,0,0,0.36,1,1
0.29,4,0.08,4,0.87,2,4,2,1,1,0,0,0.4,11,2
0.36,2,0.03,2,0.53,2,7,2,1,1,0,0,0.60,1,1
0.14,3,0.1,8,0.67,2,1,3,1,2,0,0,0.35,1,1
0.04,3,0.01,6,0.6,1,6,4,1,1,0,0,0.19,1,1
0.44,3,0.05,6,0.6,2,7,2,3,1,0,0,0.4,1,2
0.60,6,0.04,2,0.53,2,7,2,1,1,0,0,0.4,1,1
0.14,3,0.15,6,0.6,1,6,4,1,2,0,0,0.4,1,1
0.03,3,0.21,6,0.6,1,5,4,1,1,0,0,0.30,5,1
0.38,3,0.12,8,0.67,1,4,1,1,2,0,0.36,0.4,1,2
0.73,3,0.06,6,0.6,1,11,6,1,1,0,0,0.4,1,1
0.19,3,0.12,2,0.53,1,8,5,2,2,0,0,0.30,1,1
0.07,3,0.11,6,0.6,2,5,2,1,1,0,0,0.23,1,1
0.26,3,0.06,2,0.53,7,5,5,1,2,0,0,0.23,1,1
0.64,3,0.11,3,0.4,2,7,2,1,1,0,0.50,0.4,1,1
0.41,5,0.12,6,0.6,3,1,5,1,2,0,0,0.38,5,1
0.23,3,0.13,2,0.53,1,1,1,1,2,0,0,0.4,1,1
0.22,3,0.1,1,0.8,1,2,6,3,2,0,0,0.4,12,1
0.05,3,0.19,2,0.53,1,7,4,1,1,0,0,0.35,1,1
0.42,3,0.12,2,0.53,2,7,2,1,1,0,0,0.46,1,1
0.08,3,0.14,1,0.8,1,3,1,1,1,0,0,0.4,1,1
0.74,2,0.33,6,0.6,5,6,5,2,1,0,0.42,0.01,1,1
0.16,3,0.12,2,0.53,3,7,1,1,1,0,0,0.60,1,1
0.34,3,0.15,1,0.8,5,5,6,2,1,0,0,0.50,1,1
0.11,3,0.16,2,0.53,1,5,5,1,2,0,0,0.4,1,1
0.37,6,0.04,4,0.87,3,2,5,3,2,0,0,0.4,1,1
0.15,3,0.05,2,0.53,1,2,1,3,2,0,0,0.4,8,1
0.38,2,0.13,4,0.87,2,6,2,1,1,0,0,0.4,1,2
0.26,3,0.13,6,0.6,3,5,5,1,2,0,0,0.4,5,1
0.3,4,0.15,7,0.73,1,2,1,1,1,0,0,0.42,1,1
0.4,1,0.06,4,0.87,7,12,5,1,1,0,0,0.4,1,1
0.01,3,0.01,3,0.4,1,3,4,1,1,0,0,0.15,1,1
0.67,5,0.03,8,0.67,7,4,1,1,2,0,0,0.19,1,1
0.14,3,0.08,2,0.53,1,5,1,1,1,0,0.45,0.4,1,1
0.15,1,0.11,2,0.53,2,12,2,1,1,0,0,0.4,1,1
0.47,3,0.06,6,0.6,2,6,2,1,1,0,0.45,0.4,1,2
0.14,3,0.28,1,0.8,1,7,1,1,1,0,0,0.50,1,1
0.15,1,0.09,1,0.8,2,4,2,1,1,0,0,0.4,1,2
0.14,3,0.16,2,0.53,4,6,5,1,2,0,0,0.24,1,1
0.05,3,0.20,2,0.53,1,7,4,2,1,0,0,0.4,1,1
0.23,3,0.32,2,0.53,1,3,1,2,1,0,0,0.4,1,1
0.01,3,0.12,2,0.53,1,5,4,1,1,0,0,0.11,1,1
0.22,3,0.02,1,0.8,2,4,2,1,1,0,0,0.65,1,1
0.37,5,0.11,6,0.6,2,2,2,2,1,0,0,0.38,1,2
0.36,3,0.07,6,0.6,3,1,1,1,2,0,0,0.4,1,1
0.18,3,0.42,6,0.6,1,7,1,2,1,0,0,0.45,1,1
0.32,3,0.19,9,0.20,2,10,2,1,1,0,0,0.4,5,2
0.27,4,0.01,6,0.6,2,1,2,1,1,0,0,0.42,1,2
0.23,3,0.20,2,0.53,2,1,2,2,1,0,0,0.4,1,1
0.33,2,0.09,1,0.8,3,2,1,1,2,0,0,0.4,1,1
0.19,3,0.06,4,0.87,2,4,3,1,2,0,0,0.50,1,1
0.56,1,0.07,10,1.00,2,4,2,1,1,0,0,0.00,1,2
0.29,3,0.1,6,0.6,3,10,1,2,2,0,0,0.28,1,1
0.1,3,0.1,6,0.6,2,10,2,1,1,0,0,0.4,1,1
0.33,5,0.35,1,0.8,2,7,2,2,1,0,0,0.4,1,1
0.41,3,0.07,6,0.6,2,11,2,1,1,0,0,0.45,1,1
0.33,4,0.08,1,0.8,2,11,2,1,1,0,0,0.23,1,1
0.08,3,0.12,12,0.13,2,8,6,1,1,0,0,0.4,5,1
0.26,3,0.06,6,0.6,3,7,1,1,1,0,0,0.4,1,1
0.32,4,0.03,4,0.87,1,2,1,1,2,0.14,0,0.55,1,2
0.25,3,0.09,4,0.87,2,4,6,1,1,0.07,0,0.4,1,2
0.1,2,0.01,2,0.53,1,6,1,1,1,0,0,0.4,1,1
0.12,3,0.26,4,0.87,1,4,1,1,2,0,0.43,0.4,1,1
0.47,3,0.17,1,0.8,2,2,2,1,1,0,0,0.50,1,2
0.34,5,0.16,6,0.6,1,4,1,1,2,0,0.31,0.4,1,1
0.27,1,0.02,2,0.53,3,1,5,1,2,0,0,0.35,1,1
0.01,3,0.09,3,0.4,1,6,4,1,2,0,0,0.4,1,1
0.26,3,0.08,1,0.8,2,5,2,2,1,0.07,0,0.36,1,2
0.25,3,0.02,2,0.53,3,7,1,1,1,0,0,0.60,1,1
0.56,6,0.13,2,0.53,2,6,3,1,2,0.15,0,0.35,1,2
0.00,3,0.04,3,0.4,1,6,4,1,2,0,0,0.11,1,1
0.37,5,0.1,2,0.53,2,8,2,2,1,0,0,0.4,1,1
0.27,3,0.13,2,0.53,2,7,2,1,1,0,0,0.4,1,2
0.25,3,0.1,6,0.6,1,6,1,4,2,0,0,0.4,1,1
0.59,3,0.05,2,0.53,2,7,2,3,1,0,0,0.4,1,1
0.51,6,0.08,9,0.20,2,10,2,1,1,0,0,0.4,1,2
0.27,3,0.42,1,0.8,1,2,1,2,1,0,0,0.60,1,2
0.45,3,0.20,7,0.73,3,6,1,1,2,0,0,0.4,1,1
0.29,3,0.11,1,0.8,2,6,2,1,1,0,0,0.50,13,1
0.38,3,0.07,1,0.8,2,4,2,1,1,0,0,0.55,1,1
0.11,3,0.16,13,0.33,1,7,1,1,1,0,0,0.4,1,1
0.19,3,0.13,6,0.6,2,3,2,1,1,0,0,0.4,1,1
1.00,3,0.03,2,0.53,1,5,1,2,1,0,0.51,0.4,1,1
0.51,3,0.11,2,0.53,2,1,2,2,1,0,0,0.19,1,1
0.49,5,0.09,14,0.00,1,10,1,1,2,0,0,0.35,1,1
0.01,3,0.16,2,0.53,1,6,4,1,2,0,0,0.4,1,1
0.67,2,0.1,2,0.53,2,9,2,1,1,0.01,0,0.50,1,1
0.79,3,0.20,8,0.67,7,1,1,1,2,0,0,0.19,14,1
0.66,3,0.11,2,0.53,3,1,1,1,2,0,0,0.4,1,1
0.25,3,0.36,3,0.4,5,8,1,2,1,0.04,0,0.4,1,1
0.33,3,0.08,2,0.53,3,6,5,2,2,0,0,0.38,1,1
0.11,3,0.1,6,0.6,1,1,1,1,1,0,0,0.42,1,1
0.22,3,0.07,6,0.6,3,7,6,5,2,0,0,0.4,1,1
0.15,3,0.04,11,0.93,1,4,1,1,1,0,0,0.55,1,2
0.58,1,0.17,2,0.53,2,5,2,1,1,0,0,0.4,1,1
0.32,1,0.11,6,0.6,1,1,1,1,2,0,0,0.38,1,1
0.33,3,0.11,1,0.8,2,2,2,1,1,0,0,0.50,11,2
0.29,5,0.07,4,0.87,2,2,2,1,1,0,0,0.70,1,2
0.08,3,0.07,2,0.53,1,8,4,1,1,0,0,0.4,1,1
0.32,3,0.23,1,0.8,2,4,2,1,1,0,0,0.4,1,2
0.33,2,0.12,2,0.53,2,5,3,1,2,0,0,0.19,1,1
0.1,1,0.18,7,0.73,2,12,2,1,1,0,0,0.50,1,1
0.29,3,0.11,6,0.6,3,7,1,1,1,0,0.40,0.4,1,1
0.56,3,0.15,2,0.53,2,1,2,1,1,0,0,0.45,1,2
0.21,3,0.12,2,0.53,1,5,1,1,2,0,0,0.34,1,1
0.32,3,0.13,7,0.73,2,11,2,1,1,0,0.45,0.60,1,2
0.33,3,0.07,11,0.93,2,4,3,1,2,0,0,0.4,1,2
0.34,3,0.26,1,0.8,2,1,3,2,2,0,0,0.4,1,1
0.58,5,0.11,13,0.33,7,5,5,2,2,0,0,0.30,1,1
0.03,5,0.01,6,0.6,1,1,4,1,1,0,0,0.4,1,1
0.56,3,0.17,6,0.6,1,8,1,1,1,0,0,0.19,1,1
0.34,2,0.20,2,0.53,2,9,2,3,1,0,0,0.4,15,2
0.04,3,0.07,2,0.53,1,5,4,1,2,0,0,0.4,1,1
0.21,3,0.11,2,0.53,5,5,1,1,2,0,0,0.30,1,1
0.38,3,0.12,8,0.67,7,2,1,1,2,0,0,0.45,1,1
0.45,3,0.13,9,0.20,3,7,1,1,1,0,0,0.4,1,1
0.26,3,0.09,1,0.8,3,4,4,1,2,0,0,0.4,1,1
0.38,3,0.06,2,0.53,2,6,2,1,1,0,0,0.60,1,1
0.00,3,0.16,3,0.4,1,5,4,1,1,0,0,0.11,1,1
0.58,3,0.09,6,0.6,2,6,2,1,1,0.04,0,0.4,1,1
0.12,3,0.25,3,0.4,2,7,2,1,1,0,0,0.4,1,1
0.27,6,0.17,6,0.6,2,2,2,3,1,0,0,0.76,16,2
0.64,3,0.01,2,0.53,2,2,2,1,1,0,0,0.4,1,2
0.22,3,0.12,1,0.8,1,4,1,1,2,0,0,0.45,1,1
0.22,3,0.14,2,0.53,2,7,3,1,2,0,0,0.4,1,2
0.60,3,0.04,2,0.53,2,2,2,1,1,0,0,0.4,1,2
0.00,3,0.12,5,0.27,1,5,4,1,1,0.01,0,0.23,1,1
0.45,2,0.01,4,0.87,2,9,2,1,1,0.02,0,0.99,1,1
0.14,5,0.13,4,0.87,1,4,4,1,1,0,0,0.35,1,1
0.18,3,0.04,2,0.53,3,4,4,1,2,0,0,0.4,1,1
0.36,3,0.32,2,0.53,2,3,2,2,1,0,0,0.4,1,1
0.37,3,0.11,6,0.6,2,7,2,1,1,0.07,0,0.4,1,2
0.25,3,0.12,6,0.6,1,2,1,1,2,0,0,0.4,1,1
0.11,3,0.12,6,0.6,1,11,4,1,2,0,0,0.4,1,1
0.1,3,0.18,6,0.6,2,10,3,1,2,0.07,0,0.48,1,2
0.07,3,0.01,1,0.8,1,4,1,1,2,0,0,0.14,10,1
0.34,5,0.06,6,0.6,2,7,2,1,1,0.05,0,0.4,1,2
0.23,3,0.11,7,0.73,3,6,5,2,2,0,0,0.45,1,1
0.59,3,0.11,1,0.8,3,4,1,1,2,0,0,0.42,1,1
0.05,3,0.13,2,0.53,1,3,4,1,1,0,0,0.4,1,1
0.55,4,0.28,4,0.87,2,6,2,1,1,0.15,0,0.4,1,2
0.33,3,0.14,11,0.93,2,4,2,1,1,0,0,0.60,1,2
0.45,3,0.11,6,0.6,3,5,1,1,1,0,0,0.45,1,1
0.11,3,0.24,1,0.8,1,2,1,1,2,0,0,0.4,1,1
0.45,3,0.12,9,0.20,2,7,2,1,1,0,0,0.4,17,1
0.26,3,0.13,1,0.8,2,4,2,1,1,0,0,0.45,1,1
0.19,3,0.08,2,0.53,3,4,1,1,2,0,0,0.4,1,1
0.16,5,0.14,1,0.8,1,12,1,1,1,0,0,0.56,1,1
0.05,3,0.15,6,0.6,1,6,4,1,1,0,0,0.45,1,1
0.14,3,0.16,1,0.8,1,11,5,2,2,0,0,0.4,1,1
0.66,3,0.07,2,0.53,2,8,2,1,1,0,0,0.15,1,1
0.27,6,0.03,1,0.8,3,6,1,1,2,0,0,0.60,1,1
0.1,3,0.18,2,0.53,1,7,4,1,1,0,0,0.4,1,1
0.29,3,0.11,2,0.53,3,6,1,1,1,0,0,0.81,1,1
0.42,3,0.09,1,0.8,2,1,2,1,1,0.08,0,0.4,1,2
0.05,3,0.1,6,0.6,1,5,1,3,2,0,0,0.24,1,1
0.19,3,0.14,2,0.53,2,8,2,1,1,0,0,0.45,1,2
0.52,3,0.15,2,0.53,2,6,2,1,1,0.04,0,0.4,1,2
0.1,3,0.20,6,0.6,2,1,3,3,2,0,0,0.4,18,1
0.36,3,0.11,2,0.53,3,1,1,1,2,0,0,0.4,1,1
0.12,3,0.12,7,0.73,1,11,1,1,1,0,0,0.45,1,1
0.4,3,0.05,7,0.73,1,4,1,1,2,0,0,0.33,1,1
0.25,3,0.12,7,0.73,2,1,2,1,1,0,0,0.4,1,2
0.33,6,0.01,6,0.6,2,9,2,1,1,0,0,0.54,1,2
0.12,3,0.03,1,0.8,1,6,1,1,1,0,0,0.4,1,1
0.23,3,0.09,4,0.87,2,2,2,3,1,0.07,0,0.35,19,2
0.26,2,0.13,1,0.8,3,4,1,2,2,0,0,0.4,1,2
0.07,3,0.13,6,0.6,1,6,4,1,1,0,0,0.14,1,1
0.1,3,0.12,6,0.6,1,10,1,1,1,0,0,0.4,1,1
0.82,2,0.08,6,0.6,2,6,2,1,1,0,0,0.4,1,1
0.07,3,0.26,12,0.13,2,10,6,1,2,0,0,0.4,5,1
0.16,3,0.28,6,0.6,1,11,1,1,2,0,0,0.4,1,1
0.62,3,0.1,2,0.53,7,5,1,1,2,0,0,0.23,1,1
0.3,2,0.11,2,0.53,2,2,2,1,1,0,0,0.4,1,1
0.36,3,0.02,6,0.6,2,7,2,1,1,0,0.34,0.50,1,1
0.25,3,0.12,2,0.53,3,8,1,1,1,0,0,0.45,1,1
0.16,3,0.13,3,0.4,1,2,1,1,2,0,0,0.4,1,1
0.81,2,0.11,4,0.87,2,7,2,1,1,0,0,0.09,1,1
0.63,2,0.04,2,0.53,2,9,2,1,1,0,0,0.45,1,1
0.36,3,0.12,6,0.6,2,4,3,1,2,0,0.43,0.50,1,2
0.56,2,0.21,2,0.53,2,3,2,1,1,0,0,0.4,1,1
0.67,3,0.08,2,0.53,1,8,1,1,1,0.02,0,0.55,1,1
0.33,3,0.13,6,0.6,1,7,1,2,1,0,0,0.45,1,1
0.12,3,0.14,1,0.8,1,1,1,1,1,0,0,0.4,1,1
0.41,3,0.11,8,0.67,1,5,1,1,1,0,0,0.4,1,1
0.52,5,0.06,13,0.33,2,1,2,1,1,0,0,0.4,1,1
0.49,3,0.16,2,0.53,2,8,2,1,1,0,0,0.4,1,1
0.00,3,0.17,12,0.13,1,5,6,1,1,0,0,0.48,5,1
0.18,3,0.05,2,0.53,1,7,6,1,1,0,0,0.4,1,1
0.44,3,0.04,4,0.87,1,4,1,1,1,0,0,0.60,1,1
0.03,3,0.06,2,0.53,1,6,5,2,1,0,0,0.30,20,1
0.38,3,0.17,2,0.53,2,5,2,2,1,0,0,0.4,1,1
0.12,3,0.06,7,0.73,1,6,1,1,1,0,0,0.4,1,1
0.29,3,0.19,8,0.67,2,7,2,1,1,0.07,0,0.4,1,2
0.26,1,0.07,2,0.53,2,12,2,1,1,0.07,0,0.4,1,2
0.22,3,0.05,2,0.53,1,9,1,1,1,0,0,0.19,1,1
0.07,1,0.19,6,0.6,1,12,4,2,2,0,0,0.4,1,1
0.36,2,0.16,1,0.8,1,6,1,1,1,0,0,0.42,1,1
0.53,3,0.06,7,0.73,4,5,1,1,1,0,0,0.24,11,1
0.19,3,0.1,1,0.8,1,4,4,1,1,0,0,0.24,1,1
0.22,3,0.07,1,0.8,2,2,2,1,1,0,0,0.4,1,2
0.12,3,0.12,2,0.53,2,5,2,1,1,0,0,0.4,1,1
0.22,3,0.07,1,0.8,2,2,2,1,1,0,0,0.4,1,2
0.4,5,0.21,3,0.4,2,8,2,1,1,0,0,0.30,1,1
0.29,4,0.06,2,0.53,2,1,2,1,1,0,0,0.4,1,2
0.66,3,0.1,3,0.4,7,5,5,5,1,0,0,0.4,1,1
0.32,3,0.06,8,0.67,2,11,2,1,1,0,0,0.4,1,2
0.34,3,0.07,2,0.53,2,1,3,1,2,0,0,0.35,1,1
0.12,2,0.07,5,0.27,2,7,2,1,1,0,0,0.4,21,1
0.26,3,0.23,13,0.33,2,5,3,1,2,0,0,0.23,1,1
0.62,3,0.17,4,0.87,2,4,2,1,1,0,0,0.4,1,2
0.36,3,0.11,1,0.8,2,8,2,1,1,0,0,0.45,1,1
0.36,3,0.11,1,0.8,3,2,1,1,1,0,0.36,0.45,1,2
0.07,3,0.27,2,0.53,4,6,1,1,1,0,0,0.55,1,1
0.15,3,0.05,2,0.53,2,7,2,1,1,0,0,0.4,1,1
0.53,2,0.12,6,0.6,2,6,2,1,1,0,0,0.45,1,1
0.07,3,0.24,7,0.73,1,6,1,1,2,0,0,0.14,1,1
0.55,3,0.14,1,0.8,3,2,1,1,2,0,0,0.45,1,2
0.3,3,0.32,2,0.53,3,6,5,1,2,0,0,0.4,1,1
0.12,4,0.12,6,0.6,1,1,5,1,2,0,0,0.14,1,1
0.00,3,0.05,3,0.4,1,5,4,1,1,0,0,0.09,1,1
0.32,1,0.12,8,0.67,2,10,2,1,1,0,0,0.38,1,2
0.38,3,0.17,2,0.53,2,10,2,2,1,0,0,0.4,1,1
0.37,3,0.1,2,0.53,1,7,1,2,1,0,0,0.4,1,1
0.04,5,0.23,6,0.6,1,1,4,1,2,0,0,0.09,1,1
0.22,3,0.17,2,0.53,2,7,3,1,2,0,0,0.4,1,1
0.08,3,0.01,6,0.6,1,6,1,1,1,0,0,0.4,1,1
0.4,2,0.05,4,0.87,3,2,1,1,1,0,0,0.30,1,1
0.29,3,0.11,2,0.53,2,6,2,1,1,0,0,0.50,1,1
0.51,3,0.11,2,0.53,3,8,1,1,1,0,0,0.4,1,1
0.4,3,0.14,12,0.13,3,7,1,1,2,0,0.54,0.45,1,1
0.11,3,0.23,6,0.6,2,7,2,1,1,0,0,0.4,1,1
0.4,3,0.06,6,0.6,3,6,1,1,2,0,0,0.4,1,1
0.26,5,0.07,6,0.6,2,8,3,1,2,0,0,0.4,1,1
0.08,3,0.26,2,0.53,1,5,1,1,2,0,0,0.24,1,1
0.16,3,0.08,2,0.53,5,10,1,1,1,0,0,0.4,1,1
0.37,3,0.1,6,0.6,2,1,3,1,2,0,0.55,0.05,1,2
0.03,3,0.01,6,0.6,1,1,4,1,2,0,0,0.15,1,1
0.03,3,0.15,2,0.53,1,5,6,1,2,0,0,0.4,1,1
0.25,3,0.14,2,0.53,2,5,3,1,2,0,0,0.4,1,2
0.14,3,0.20,1,0.8,1,7,1,1,1,0,0,0.50,1,1
